fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-12-16,Madrid,53.501,174,3.801,15,1.700 ,"10,00% ",303 ,"25,19% ",209,176
2020-12-16,Melilla,322,4,44,0,13 ,"7,26% ",2 ,"14,29% ",1,1
2020-12-16,Murcia,4975,82,673,14,222 ,"5,62% ",65 ,"13,95% ",28,20
2020-12-16,Navarra,4.443,58,365,5,139 ,"7,28% ",23 ,"18,70% ",4,6
2020-12-16,País Vasco,8.924,7,672,1,619 ,"13,37% ",84 ,"22,28% ",91,117
2020-12-16,La Rioja,2.283,30,217,1,71 ,"8,77% ",28 ,"46,67% ",3,11
2020-12-17,Andalucía,22.491,321,2.131,17,1.287 ,"7,58% ",270 ,"16,31% ",136,175
2020-12-17,Aragón,9.360,170,846,12,386 ,"9,25% ",53 ,"22,84% ",27,46
2020-12-17,Asturias,4.791,117,354,5,494 ,"14,15% ",83 ,"24,85% ",23,63
2020-12-17,Baleares,2.697,73,390,8,299 ,"8,93% ",59 ,"20,42% ",23,43
2020-12-17,Canarias,2881,118,530,13,283 ,"5,29% ",45 ,"10,18% ",28,21
2020-12-17,Cantabria,1.339,75,147,7,131 ,"8,14% ",21 ,"17,21% ",13,16
2020-12-17,Castilla La Mancha,13.755,110,872,11,540 ,"11,10% ",77 ,"20,32% ",47,63
2020-12-17,Castilla y León,17.544,218,1288,10,763 ,"11,01% ",162 ,"29,14% ",66,93
2020-12-17,Cataluña,28.897,152,2.373,9,2.649 ,"10,69% ",376 ,"28,44% ",240,221
2020-12-17,Ceuta,191,3,22,1,13 ,"6,57% ",2 ,"11,76% ",2,0
2020-12-17,C. Valenciana,14.692,414,1567,28,1.233 ,"10,75% ",227 ,"22,15% ",166,146
2020-12-17,Extremadura,3.381,64,299,4,172 ,"5,41% ",26 ,"11,61% ",29,12
2020-12-17,Galicia,6.841,180,790,23,316 ,"3,82% ",51 ,"7,04% ",49,41
2020-12-17,Madrid,53.622,177,3.809,18,1.716 ,"10,11% ",309 ,"25,79% ",193,163
2020-12-17,Melilla,323,3,44,0,13 ,"7,26% ",3 ,"21,43% ",2,2
2020-12-17,Murcia,4991,80,673,12,220 ,"5,57% ",63 ,"13,52% ",24,23
2020-12-17,Navarra,4.453,62,365,5,137 ,"7,18% ",22 ,"17,74% ",8,11
2020-12-17,País Vasco,8.947,16,676,1,618 ,"13,34% ",81 ,"21,15% ",77,81
2020-12-17,La Rioja,2.292,35,220,2,66 ,"8,15% ",25 ,"41,67% ",5,14
2020-12-18,Andalucía,22.582,340,2.166,18,1.242 ,"7,33% ",250 ,"15,01% ",128,160
2020-12-18,Aragón,9.383,171,850,15,387 ,"9,27% ",52 ,"22,41% ",51,48
2020-12-18,Asturias,4.809,110,354,3,451 ,"12,92% ",81 ,"24,25% ",23,58
2020-12-18,Baleares,2.724,73,393,9,288 ,"8,62% ",57 ,"19,72% ",31,29
2020-12-18,Canarias,2.895,117,531,9,298 ,"5,57% ",41 ,"9,28% ",27,29
2020-12-18,Cantabria,1.347,73,149,7,125 ,"7,76% ",21 ,"17,21% ",14,14
2020-12-18,Castilla La Mancha,13.796,119,874,10,522 ,"10,73% ",78 ,"20,58% ",38,50
2020-12-18,Castilla y León,17.602,222,1.295,11,747 ,"10,79% ",157 ,"28,44% ",79,74
2020-12-18,Cataluña,28.966,154,2.379,7,2.548 ,"10,34% ",365 ,"27,88% ",232,256
2020-12-18,Ceuta,194,6,22,1,13 ,"6,57% ",2 ,"11,76% ",1,1
2020-12-18,C. Valenciana,14.811,414,1.577,29,1.247 ,"10,85% ",239 ,"23,00% ",160,159
2020-12-18,Extremadura,3.408,80,300,5,178 ,"5,60% ",28 ,"12,50% ",20,12
2020-12-18,Galicia,6.906,204,802,31,318 ,"3,85% ",55 ,"7,60% ",38,37
2020-12-18,Madrid,53.693,186,3.810,15,1.838 ,"10,86% ",304 ,"25,48% ",188,177
2020-12-18,Melilla,323,3,44,0,14 ,"7,82% ",3 ,"21,43% ",2,1
2020-12-18,Murcia,5.005,79,675,9,216 ,"5,49% ",62 ,"13,75% ",22,21
2020-12-18,Navarra,4.460,56,366,6,137 ,"7,20% ",21 ,"16,94% ",11,9
2020-12-18,País Vasco,8.971,17,677,1,595 ,"12,95% ",81 ,"21,15% ",63,105
2020-12-18,La Rioja,2.299,34,220,2,60 ,"7,41% ",23 ,"38,33% ",3,9
2020-12-21,Andalucía,22.733,288,2.203,19,1.213 ,7% ,249 ,15% ,88,59
2020-12-21,Aragón,9.455,170,860,18,391 ,9% ,54 ,23% ,25,7
2020-12-21,Asturias,4.839,86,356,5,375 ,11% ,80 ,25% ,26,24
2020-12-21,Baleares,2.748,60,394,7,348 ,10% ,59 ,20% ,29,10
2020-12-21,Canarias,2.930,97,535,5,297 ,6% ,48 ,11% ,13,7
2020-12-21,Cantabria,1.355,40,150,4,122 ,8% ,21 ,17% ,11,9
2020-12-21,Castilla La Mancha,13.833,80,880,7,526 ,11% ,80 ,21% ,43,19
2020-12-21,Castilla y León,17.670,180,1.303,14,711 ,10% ,159 ,29% ,46,18
2020-12-21,Cataluña,29.112,154,2.385,5,2.664 ,11% ,367 ,28% ,177,134
2020-12-21,Ceuta,194,3,22,0,10 ,5% ,2 ,12% ,0,0
2020-12-21,C. Valenciana,14.927,308,1.588,21,1.503 ,13% ,253 ,24% ,212,49
2020-12-21,Extremadura,3.442,91,303,7,192 ,6% ,28 ,13% ,21,4
2020-12-21,Galicia,6.964,175,807,22,320 ,4% ,53 ,7% ,38,12
2020-12-21,Madrid,53.843,153,3.824,6,1.787 ,11% ,307 ,26% ,142,60
2020-12-21,Melilla,328,7,45,1,15 ,8% ,3 ,21% ,3,0
2020-12-21,Murcia,5.037,74,679,8,229 ,6% ,63 ,14% ,25,16
2020-12-21,Navarra,4.469,42,368,5,127 ,7% ,18 ,14% ,6,3
2020-12-21,País Vasco,8.985,5,679,0,570 ,13% ,79 ,21% ,32,24
2020-12-21,La Rioja,2.309,28,220,0,31 ,4% ,21 ,35% ,8,1
2020-12-22,Andalucía,22.817,291,2.207,17,1.177 ,"6,93% ",238 ,"14,30% ",135,161
2020-12-22,Aragón,9.484,166,859,17,369 ,"8,84% ",49 ,"21,12% ",38,52
2020-12-22,Asturias,4.876,86,357,4,385 ,"11,13% ",77 ,"23,91% ",26,37
2020-12-22,Baleares,2.786,74,395,4,358 ,"10,78% ",62 ,"21,45% ",47,35
2020-12-22,Canarias,2.948,96,537,5,294 ,"5,50% ",45 ,"10,18% ",18,23
2020-12-22,Cantabria,1.364,44,153,6,119 ,"7,39% ",24 ,"19,67% ",13,12
2020-12-22,Castilla La Mancha,13.868,76,881,8,537 ,"11,08% ",82 ,"21,64% ",72,58
2020-12-22,Castilla y León,17.717,179,1.310,10,693 ,"10,09% ",148 ,"26,91% ",68,76
2020-12-22,Cataluña,29.165,151,2.386,5,2.704 ,"10,91% ",362 ,"27,98% ",231,262
2020-12-22,Ceuta,195,4,23,1,9 ,"4,55% ",2 ,"11,76% ",1,2
2020-12-22,C. Valenciana,15.078,345,1.599,25,1.526 ,"13,35% ",252 ,"24,32% ",228,160
2020-12-22,Extremadura,3.459,91,304,5,193 ,"6,09% ",30 ,"13,95% ",21,14
2020-12-22,Galicia,7.015,180,811,21,348 ,"4,22% ",50 ,"6,91% ",51,35
2020-12-22,Madrid,53.937,163,3.831,7,1.798 ,"10,80% ",303 ,"25,33% ",218,198
2020-12-22,Melilla,329,7,45,1,12 ,"6,70% ",3 ,"21,43% ",0,3
2020-12-22,Murcia,5.058,80,681,6,229 ,"5,80% ",65 ,"13,95% ",27,25
2020-12-22,Navarra,4.477,42,369,6,125 ,"6,54% ",18 ,"14,40% ",8,9
2020-12-22,País Vasco,8.996,4,682,0,565 ,"12,72% ",76 ,"20,21% ",62,72
2020-12-22,La Rioja,2.311,22,220,0,59 ,"7,28% ",20 ,"33,33% ",2,7
2020-12-23,Andalucía,22.887,281,2.226,16,1.136 ,"6,68% ",245 ,"14,72% ",134,167
2020-12-23,Aragón,9.502,161,859,11,359 ,"8,60% ",46 ,"19,83% ",40,47
2020-12-23,Asturias,4.893,77,359,4,342 ,"9,88% ",69 ,"21,43% ",24,35
2020-12-23,Baleares,2.825,100,399,7,354 ,"10,67% ",60 ,"20,76% ",40,41
2020-12-23,Canarias,2.970,88,541,7,286 ,"5,35% ",43 ,"9,73% ",25,27
2020-12-23,Cantabria,1.368,38,153,6,108 ,"6,71% ",22 ,"18,03% ",9,18
2020-12-23,Castilla La Mancha,13.899,77,881,5,527 ,"10,87% ",87 ,"22,89% ",54,67
2020-12-23,Castilla y León,17.814,188,1.319,11,626 ,"9,09% ",145 ,"26,36% ",55,98
2020-12-23,Cataluña,29.212,137,2.389,3,2.785 ,"11,25% ",379 ,"29,63% ",272,300
2020-12-23,Ceuta,196,5,23,1,7 ,"3,52% ",1 ,"5,88% ",0,2
2020-12-23,C. Valenciana,15.282,450,1.616,31,1.514 ,"13,25% ",265 ,"25,63% ",225,196
2020-12-23,Extremadura,3.477,101,304,5,205 ,"6,47% ",27 ,"12,56% ",26,16
2020-12-23,Galicia,7.049,186,816,24,321 ,"3,90% ",49 ,"6,77% ",47,42
2020-12-23,Madrid,54.016,170,3.838,10,1.827 ,"10,99% ",303 ,"25,31% ",216,214
2020-12-23,Melilla,329,6,45,1,11 ,"6,15% ",4 ,"28,57% ",2,2
2020-12-23,Murcia,5.083,87,684,8,225 ,"5,72% ",68 ,"14,59% ",32,27
2020-12-23,Navarra,4.482,40,370,5,114 ,"5,97% ",17 ,"13,60% ",8,19
2020-12-23,País Vasco,8.997,2,682,0,522 ,"11,16% ",84 ,"19,49% ",51,85
2020-12-23,La Rioja,2.316,24,220,0,59 ,"7,28% ",18 ,"30,00% ",5,6
2020-12-24,Andalucía,22.972,292,2.233,15,1.016 ,"5,98% ",230 ,"13,84% ",110,209
2020-12-24,Aragón,9.503,139,860,8,321 ,"7,70% ",46 ,"19,83% ",40,72
2020-12-24,Asturias,4.906,70,361,4,301 ,"8,70% ",68 ,"21,12% ",22,51
2020-12-24,Baleares,2.873,121,405,9,353 ,"10,72% ",62 ,"21,45% ",38,39
2020-12-24,Canarias,2.971,70,541,6,284 ,"5,31% ",45 ,"10,18% ",28,26
2020-12-24,Cantabria,1.378,38,155,8,88 ,"5,47% ",22 ,"18,03% ",8,13
2020-12-24,Castilla La Mancha,13.919,72,887,7,465 ,"9,64% ",85 ,"22,37% ",56,120
2020-12-24,Castilla y León,17.851,179,1.320,12,589 ,"8,56% ",147 ,"26,73% ",54,76
2020-12-24,Cataluña,29.303,160,2.396,6,2.666 ,"10,84% ",373 ,"29,30% ",280,339
2020-12-24,Ceuta,196,3,23,1,5 ,"2,54% ",1 ,"5,88% ",0,2
2020-12-24,C. Valenciana,15.426,485,1.625,37,1.526 ,"13,36% ",259 ,"25,05% ",248,229
2020-12-24,Extremadura,3.492,96,305,4,193 ,"6,09% ",25 ,"11,63% ",26,23
2020-12-24,Galicia,7.088,184,822,24,308 ,"3,74% ",55 ,"7,60% ",46,43
2020-12-24,Madrid,54.113,189,3.840,8,1.759 ,"10,69% ",305 ,"25,54% ",215,264
2020-12-24,Melilla,329,4,45,0,11 ,"6,15% ",4 ,"28,57% ",2,2
2020-12-24,Murcia,5.083,74,684,6,210 ,"5,34% ",65 ,"13,95% ",30,24
2020-12-24,Navarra,4.489,37,372,7,98 ,"5,24% ",18 ,"14,40% ",6,17
2020-12-24,País Vasco,8.997,0,682,0,492 ,"10,60% ",79 ,"18,72% ",50,87
2020-12-24,La Rioja,2.319,22,220,0,59 ,"7,28% ",18 ,"30,00% ",5,6
2020-12-28,Andalucía,23.111,225,2.293,16,1.122 ,"6,61% ",226 ,"13,74% ",121,53
2020-12-28,Aragón,9.586,127,877,20,350 ,"8,43% ",49 ,"21,21% ",35,11
2020-12-28,Asturias,4.946,68,366,4,293 ,"8,45% ",65 ,"20,19% ",20,5
2020-12-28,Baleares,2.889,53,406,4,405 ,"12,87% ",84 ,"30,11% ",43,22
2020-12-28,Canarias,3.045,76,552,8,323 ,"6,05% ",46 ,"10,41% ",22,3
2020-12-28,Cantabria,1.718,30,218,9,100 ,"6,21% ",23 ,"18,85% ",6,6
2020-12-28,Castilla La Mancha,13.962,44,895,11,561 ,"11,58% ",93 ,"24,47% ",67,26
2020-12-28,Castilla y León,17.891,103,1.327,6,571 ,"8,29% ",142 ,"25,82% ",35,19
2020-12-28,Cataluña,29.438,128,2.404,9,2.949 ,"12,27% ",413 ,"32,32% ",232,143
2020-12-28,Ceuta,197,3,23,0,5 ,"2,51% ",1 ,"5,88% ",0,0
2020-12-28,C. Valenciana,15.587,323,1.640,28,1.880 ,"16,37% ",287 ,"27,49% ",242,74
2020-12-28,Extremadura,3.546,94,308,6,238 ,"7,51% ",31 ,"14,42% ",19,3
2020-12-28,Galicia,7.207,204,840,28,370 ,"4,54% ",58 ,"8,06% ",42,8
2020-12-28,Madrid,54.167,106,3.844,2,2.091 ,"12,70% ",318 ,"26,52% ",172,87
2020-12-28,Melilla,334,5,45,0,15 ,"8,38% ",4 ,"28,57% ",1,0
2020-12-28,Murcia,5.130,67,690,7,229 ,"5,82% ",73 ,"15,67% ",30,12
2020-12-28,Navarra,4.512,39,373,5,106 ,"5,71% ",18 ,"14,40% ",4,5
2020-12-28,País Vasco,9.020,0,683,0,498 ,"10,93% ",77 ,"16,89% ",37,14
2020-12-28,La Rioja,2.340,21,220,0,66 ,"8,15% ",14 ,"23,33% ",7,0
2020-12-29,Andalucía,23.216,233,2.325,22,1.079 ,"6,36% ",217 ,"13,20% ",133,159
2020-12-29,Aragón,9.610,127,880,19,353 ,"8,49% ",44 ,"19,05% ",42,34
2020-12-29,Asturias,4.959,63,366,3,287 ,"8,30% ",63 ,"19,57% ",27,19
2020-12-29,Baleares,2.912,49,408,5,416 ,"12,75% ",85 ,"29,41% ",38,38
2020-12-29,Canarias,3.065,79,555,8,321 ,"6,00% ",47 ,"10,68% ",26,23
2020-12-29,Cantabria,1.727,32,218,7,78 ,"5,36% ",21 ,"17,80% ",7,11
2020-12-29,Castilla La Mancha,13.992,47,897,9,601 ,"12,41% ",98 ,"25,79% ",94,48
2020-12-29,Castilla y León,17.922,93,1.330,6,488 ,"7,60% ",120 ,"23,81% ",40,43
2020-12-29,Cataluña,29.535,166,2.409,11,2.977 ,"12,30% ",428 ,"33,59% ",265,284
2020-12-29,Ceuta,197,0,23,0,2 ,"1,00% ",1 ,"5,88% ",0,3
2020-12-29,C. Valenciana,15.843,410,1.659,37,1.935 ,"16,83% ",300 ,"28,63% ",286,191
2020-12-29,Extremadura,3.574,98,309,6,252 ,"7,95% ",31 ,"14,42% ",24,12
2020-12-29,Galicia,7.249,205,843,28,335 ,"4,09% ",52 ,"7,19% ",46,47
2020-12-29,Madrid,54.294,138,3.852,3,1.906 ,"11,59% ",301 ,"25,34% ",219,197
2020-12-29,Melilla,335,6,45,0,13 ,"7,26% ",2 ,"14,29% ",1,4
2020-12-29,Murcia,5.163,86,699,15,233 ,"5,92% ",75 ,"16,09% ",35,31
2020-12-29,Navarra,4.519,42,374,5,112 ,"6,02% ",19 ,"15,20% ",10,4
2020-12-29,País Vasco,9.043,1,684,0,483 ,"10,49% ",77 ,"16,45% ",42,55
2020-12-29,La Rioja,2.341,22,220,0,67 ,"8,27% ",13 ,"21,67% ",5,4
2020-12-30,Andalucía,23.267,212,2.328,20,951 ,"5,60% ",212 ,"12,90% ",117,147
2020-12-30,Aragón,9.641,128,883,19,335 ,"8,07% ",42 ,"18,18% ",32,54
2020-12-30,Asturias,4.970,56,366,3,269 ,"7,78% ",64 ,"19,88% ",20,20
2020-12-30,Baleares,2.956,56,418,10,417 ,"12,74% ",92 ,"31,51% ",54,46
2020-12-30,Canarias,3.084,85,558,8,297 ,"5,55% ",51 ,"11,54% ",21,33
2020-12-30,Cantabria,1.733,33,220,9,75 ,"5,15% ",21 ,"17,80% ",8,8
2020-12-30,Castilla La Mancha,14.028,63,899,5,599 ,"12,37% ",97 ,"25,53% ",82,83
2020-12-30,Castilla y León,17.982,105,1.332,6,558 ,"8,17% ",143 ,"26,29% ",51,57
2020-12-30,Cataluña,29.653,207,2.418,14,3.089 ,"12,74% ",433 ,"34,01% ",356,353
2020-12-30,Ceuta,197,0,23,0,2 ,"1,01% ",0 ,"0,00% ",0,1
2020-12-30,C. Valenciana,16.001,416,1.672,35,1.875 ,"16,26% ",306 ,"29,31% ",231,236
2020-12-30,Extremadura,3.585,83,310,7,234 ,"7,38% ",35 ,"16,28% ",16,22
2020-12-30,Galicia,7.288,207,851,29,337 ,"4,10% ",53 ,"7,26% ",41,42
2020-12-30,Madrid,54.449,189,3.861,6,1.975 ,"12,02% ",301 ,"25,17% ",303,239
2020-12-30,Melilla,335,6,45,0,13 ,"7,26% ",3 ,"21,43% ",1,0
2020-12-30,Murcia,5.189,91,703,15,218 ,"5,54% ",69 ,"14,81% ",27,32
2020-12-30,Navarra,4.529,45,375,5,109 ,"5,86% ",20 ,"16,00% ",5,7
2020-12-30,País Vasco,9.057,3,685,0,485 ,"10,69% ",80 ,"19,00% ",64,66
2020-12-30,La Rioja,2.348,24,220,0,67 ,"8,27% ",13 ,"21,67% ",4,8
2020-12-31,Andalucía,23.363,234,2.338,19,945 ,"5,57% ",205 ,"12,47% ",112,176
2020-12-31,Aragón,9.672,140,887,23,312 ,"7,51% ",44 ,"19,05% ",46,64
2020-12-31,Asturias,4.979,55,367,3,242 ,"7,00% ",64 ,"19,88% ",14,37
2020-12-31,Baleares,3.061,142,440,29,404 ,"12,26% ",89 ,"30,48% ",38,49
2020-12-31,Canarias,3.084,65,558,7,279 ,"5,22% ",53 ,"11,96% ",19,36
2020-12-31,Cantabria,1.757,44,224,8,82 ,"5,63% ",20 ,"16,95% ",16,8
2020-12-31,Castilla La Mancha,14.068,81,906,8,557 ,"11,53% ",99 ,"26,05% ",56,115
2020-12-31,Castilla y León,18.009,109,1.335,7,517 ,"7,64% ",141 ,"25,92% ",62,84
2020-12-31,Cataluña,29.773,222,2.426,13,3.012 ,"12,36% ",429 ,"34,10% ",324,346
2020-12-31,Ceuta,198,0,23,0,1 ,"0,50% ",0 ,"0,00% ",0,1
2020-12-31,C. Valenciana,16.193,445,1.681,35,1.895 ,"16,12% ",306 ,"29,25% ",260,264
2020-12-31,Extremadura,3.594,79,311,4,220 ,"6,94% ",29 ,"13,49% ",24,27
2020-12-31,Galicia,7.329,208,857,27,340 ,"4,14% ",52 ,"7,12% ",42,38
2020-12-31,Madrid,54.502,188,3.867,11,1.880 ,"11,54% ",305 ,"25,65% ",216,298
2020-12-31,Melilla,335,5,46,1,11 ,"6,15% ",2 ,"14,29% ",1,3
2020-12-31,Murcia,5.193,81,703,13,208 ,"5,29% ",67 ,"14,38% ",33,41
2020-12-31,Navarra,4.546,57,377,5,102 ,"5,48% ",19 ,"15,20% ",6,15
2020-12-31,País Vasco,9.056,1,685,0,465 ,"10,33% ",80 ,"19,05% ",38,73
2020-12-31,La Rioja,2.352,25,220,0,63 ,"7,78% ",14 ,"23,33% ",9,9
2021-01-04,Andalucía,23.458,189,2.336,10,1.095 ,"6,46% ",221 ,"13,45% ",127,65
2021-01-04,Aragón,9.771,168,898,18,388 ,"9,33% ",48 ,"20,78% ",48,16
2021-01-04,Asturias,5.020,58,371,3,250 ,"7,23% ",62 ,"19,25% ",19,3
2021-01-04,Baleares,3.083,50,441,6,427 ,"12,94% ",101 ,"34,59% ",36,20
2021-01-04,Canarias,3.143,71,572,5,291 ,"5,45% ",52 ,"11,74% ",17,0
2021-01-04,Cantabria,1.784,53,227,5,116 ,"7,20% ",22 ,"18,03% ",13,4
2021-01-04,Castilla La Mancha,14.142,82,910,8,697 ,"14,57% ",105 ,"26,85% ",72,15
2021-01-04,Castilla y León,18.109,138,1.344,9,586 ,"8,91% ",140 ,"27,29% ",59,9
2021-01-04,Cataluña,29.888,100,2.431,2,3.454 ,"14,20% ",457 ,"35,51% ",278,186
2021-01-04,Ceuta,199,1,23,0,1 ,"0,50% ",0 ,"0,00% ",0,1
2021-01-04,C. Valenciana,16.379,261,1.700,22,2.321 ,"20,57% ",352 ,"34,04% ",312,103
2021-01-04,Extremadura,3.658,87,316,7,321 ,"10,15% ",30 ,"14,29% ",34,3
2021-01-04,Galicia,7.446,199,872,26,390 ,"4,74% ",56 ,"7,67% ",52,9
2021-01-04,Madrid,54.562,102,3.873,9,2.216 ,"13,52% ",358 ,"29,56% ",212,97
2021-01-04,Melilla,337,3,46,1,14 ,"7,82% ",2 ,"14,29% ",3,0
2021-01-04,Murcia,5.222,58,709,7,239 ,"6,08% ",74 ,"15,88% ",51,12
2021-01-04,Navarra,4.565,50,379,6,96 ,"5,16% ",21 ,"16,80% ",1,4
2021-01-04,País Vasco,9.067,0,687,0,470 ,"10,54% ",74 ,"17,66% ",39,13
2021-01-04,La Rioja,2.379,32,222,2,86 ,"10,62% ",17 ,"28,33% ",7,2
2021-01-05,Andalucía,23.576,229,2.345,7,1.143 ,"6,74% ",204 ,"12,58% ",190,137
2021-01-05,Aragón,9.802,173,902,19,441 ,"10,63% ",46 ,"19,91% ",49,32
2021-01-05,Asturias,5.042,55,373,4,243 ,"7,02% ",62 ,"19,25% ",10,15
2021-01-05,Baleares,3.151,81,457,15,438 ,"13,27% ",102 ,"34,58% ",53,40
2021-01-05,Canarias,3.155,67,575,6,285 ,"5,31% ",52 ,"11,74% ",16,16
2021-01-05,Cantabria,1.799,59,231,9,107 ,"6,65% ",26 ,"21,31% ",19,14
2021-01-05,Castilla La Mancha,14.204,99,915,10,725 ,"14,92% ",106 ,"26,84% ",86,68
2021-01-05,Castilla y León,18.198,196,1.351,15,583 ,"8,78% ",140 ,"26,42% ",69,60
2021-01-05,Cataluña,30.135,132,2.445,6,3.515 ,"14,43% ",483 ,"36,84% ",347,347
2021-01-05,Ceuta,199,1,23,0,3 ,"1,51% ",0 ,"0,00% ",1,0
2021-01-05,C. Valenciana,16.673,388,1.711,26,2.385 ,"20,68% ",367 ,"34,40% ",387,278
2021-01-05,Extremadura,3.704,110,318,8,342 ,"10,79% ",32 ,"14,88% ",36,15
2021-01-05,Galicia,7.494,209,876,28,393 ,"4,78% ",53 ,"7,26% ",58,36
2021-01-05,Madrid,54.715,124,3.881,8,2.304 ,"14,03% ",364 ,"30,06% ",322,199
2021-01-05,Melilla,339,4,46,1,15 ,"8,38% ",2 ,"14,29% ",3,2
2021-01-05,Murcia,5.299,113,722,15,281 ,"7,14% ",73 ,"15,67% ",77,33
2021-01-05,Navarra,4.583,55,379,5,99 ,"5,32% ",19 ,"15,20% ",11,8
2021-01-05,País Vasco,9.107,0,693,1,464 ,"10,14% ",72 ,"17,10% ",52,62
2021-01-05,La Rioja,2.390,36,222,2,75 ,"9,26% ",17 ,"28,33% ",7,15
2021-01-07,Andalucía,23.728,262,2.356,14,1.234 ,"7,27% ",231 ,"14,07% ",184,91
2021-01-07,Aragón,9.802,122,902,10,419 ,"10,10% ",48 ,"20,78% ",36,20
2021-01-07,Asturias,5.073,65,380,6,253 ,"7,30% ",62 ,"19,25% ",21,10
2021-01-07,Baleares,3.187,70,459,11,441 ,"13,35% ",107 ,"36,27% ",35,24
2021-01-07,Canarias,3.192,77,577,0,289 ,"5,40% ",51 ,"11,51% ",20,11
2021-01-07,Cantabria,1.823,62,235,11,114 ,"7,08% ",26 ,"21,31% ",15,4
2021-01-07,Castilla La Mancha,14.240,82,916,6,766 ,"15,79% ",102 ,"26,70% ",83,22
2021-01-07,Castilla y León,18.299,199,1.359,16,630 ,"9,42% ",133 ,"25,09% ",78,39
2021-01-07,Cataluña,30.566,185,2.477,18,3.623 ,"14,83% ",511 ,"38,71% ",323,231
2021-01-07,Ceuta,204,6,23,1,6 ,"3,02% ",1 ,"5,88% ",3,0
2021-01-07,C. Valenciana,16.940,408,1.735,24,2.578 ,"22,29% ",375 ,"35,08% ",356,137
2021-01-07,Extremadura,3.751,113,319,5,377 ,"11,90% ",39 ,"18,14% ",41,7
2021-01-07,Galicia,7.572,214,889,30,403 ,"4,89% ",56 ,"7,67% ",52,14
2021-01-07,Madrid,54.859,114,3.888,8,2.407 ,"14,59% ",384 ,"31,40% ",270,129
2021-01-07,Melilla,341,6,46,0,14 ,"7,82% ",2 ,"14,29% ",2,1
2021-01-07,Murcia,5.336,110,731,18,317 ,"8,06% ",75 ,"16,09% ",72,36
2021-01-07,Navarra,4.599,49,380,3,106 ,"5,69% ",15 ,"12,00% ",10,5
2021-01-07,País Vasco,9.158,1,697,0,482 ,"10,39% ",68 ,"16,31% ",37,21
2021-01-07,La Rioja,2.412,45,230,8,84 ,"10,37% ",21 ,"35,00% ",13,2
2021-01-08,Andalucía,23.860,339,2.366,20,1.297 ,"7,64% ",234 ,"14,29% ",228,153
2021-01-08,Aragón,9.896,183,907,12,445 ,"10,60% ",48 ,"20,51% ",72,37
2021-01-08,Asturias,5.089,70,381,7,242 ,"6,97% ",60 ,"18,63% ",19,25
2021-01-08,Baleares,3.215,85,464,14,442 ,"13,27% ",108 ,"35,76% ",46,46
2021-01-08,Canarias,3.216,86,577,0,296 ,"5,52% ",52 ,"11,79% ",32,22
2021-01-08,Cantabria,1.833,70,235,11,121 ,"7,52% ",23 ,"18,85% ",16,7
2021-01-08,Castilla La Mancha,14.277,93,918,8,787 ,"16,22% ",100 ,"26,25% ",97,74
2021-01-08,Castilla y León,18.371,247,1.365,18,640 ,"9,41% ",130 ,"23,90% ",96,72
2021-01-08,Cataluña,30.759,200,2.493,16,3.711 ,"15,17% ",511 ,"38,80% ",372,391
2021-01-08,Ceuta,206,8,23,1,7 ,"3,52% ",1 ,"5,88% ",2,3
2021-01-08,C. Valenciana,17.169,514,1.755,35,2.708 ,"23,34% ",381 ,"35,61% ",408,261
2021-01-08,Extremadura,3.821,173,326,12,396 ,"12,50% ",42 ,"19,53% ",56,33
2021-01-08,Galicia,7.605,209,896,33,382 ,"4,62% ",55 ,"7,53% ",60,49
2021-01-08,Madrid,54.977,141,3.901,19,2.454 ,"14,79% ",391 ,"32,05% ",309,246
2021-01-08,Melilla,342,7,46,0,13 ,"7,26% ",2 ,"14,29% ",0,1
2021-01-08,Murcia,5.384,145,741,24,340 ,"8,64% ",80 ,"17,17% ",60,26
2021-01-08,Navarra,4.607,48,380,3,112 ,"5,98% ",14 ,"11,20% ",12,8
2021-01-08,País Vasco,9.259,1,706,0,476 ,"10,27% ",65 ,"15,51% ",52,73
2021-01-08,La Rioja,2.416,46,235,9,82 ,"10,12% ",21 ,"35,00% ",7,10
2021-01-11,Andalucía,24.161,417,2.391,24,1.588 ,"9,28% ",275 ,"16,29% ",250,82
2021-01-11,Aragón,10.015,223,915,15,469 ,"11,15% ",47 ,"20,09% ",46,11
2021-01-11,Asturias,5.157,94,385,6,271 ,"7,76% ",57 ,"17,70% ",30,5
2021-01-11,Baleares,3.257,62,477,16,487 ,"14,52% ",121 ,"39,67% ",41,8
2021-01-11,Canarias,3.263,106,585,4,314 ,"5,87% ",59 ,"13,32% ",31,5
2021-01-11,Cantabria,1.879,96,241,15,150 ,"9,32% ",24 ,"19,67% ",12,8
2021-01-11,Castilla La Mancha,14.329,72,924,6,912 ,"18,93% ",116 ,"30,69% ",96,24
2021-01-11,Castilla y León,18.502,256,1.373,15,730 ,"10,89% ",140 ,"27,24% ",95,18
2021-01-11,Cataluña,31.225,213,2.524,18,3.958 ,"16,07% ",530 ,"39,00% ",335,189
2021-01-11,Ceuta,207,8,23,1,9 ,"4,50% ",1 ,"5,88% ",2,1
